step,particle_id,from,to
7846,9995,FUN_3,FUN_4
7936,9390,FUN_2,FUN_1
7955,7215,FUN_2,FUN_3
8001,7912,FUN_2,FUN_1
8002,3715,FUN_3,FUN_2
8020,8932,FUN_2,FUN_1
8034,316,FUN_3,FUN_2
8082,6944,FUN_2,FUN_1
8104,1311,FUN_5,FUN_4
8118,8541,RET,CUBE_R
8122,8669,FUN_4,FUN_5
8135,7057,FUN_2,FUN_1
8143,316,FUN_2,FUN_3
8166,2444,CUBE_R,RET
8215,888,RET,CUBE_L
8279,9676,FUN_4,FUN_5
8282,1590,FUN_2,FUN_3
8299,2925,FUN_1,FUN_2
8354,763,FUN_2,FUN_3
8373,7484,FUN_2,FUN_1
8374,7788,FUN_2,FUN_3
8416,3495,FUN_2,FUN_3
8479,9923,FUN_5,FUN_4
8542,3971,FUN_2,FUN_1
8575,8548,FUN_2,FUN_3
8587,9941,FUN_5,FUN_6
8604,8783,CUBE_L,RET
8606,2439,FUN_4,FUN_3
8659,3495,FUN_3,FUN_2
8664,5044,RET,CUBE_L
8715,7942,CUBE_L,RET
8716,2273,CUBE_L,RET
8770,7474,FUN_2,FUN_1
8772,879,FUN_6,FUN_5
8812,2303,FUN_2,FUN_3
8848,2324,FUN_6,FUN_5
8883,4505,FUN_4,FUN_5
8919,3495,FUN_2,FUN_3
8959,9874,FUN_3,FUN_4
8975,1819,FUN_1,FUN_2
9006,1590,FUN_3,FUN_2
9035,3479,FUN_5,FUN_4
9046,7474,FUN_1,FUN_2
9088,3479,FUN_4,FUN_5
9114,2496,FUN_3,FUN_4
9121,281,FUN_3,FUN_2
9139,2444,RET,CUBE_R
9141,3479,FUN_5,FUN_4
9173,8669,FUN_5,FUN_4
9214,8838,FUN_1,CUBE_L
9252,316,FUN_3,FUN_2
9261,6553,FUN_1,FUN_2
9286,8783,RET,CUBE_L
9292,2364,FUN_3,FUN_2
9325,2133,FUN_4,FUN_5
9351,7377,FUN_5,FUN_4
9359,9660,CUBE_L,RET
9378,316,FUN_2,FUN_3
9474,9571,FUN_2,FUN_3
9507,7124,CUBE_R,RET
9544,3822,FUN_2,FUN_1
9602,2303,FUN_3,FUN_2
9697,8089,CUBE_R,FUN_6
9716,7057,FUN_1,FUN_2
9735,7124,RET,CUBE_R
9783,5120,FUN_3,FUN_2
9786,1590,FUN_2,FUN_3
9793,9390,FUN_1,FUN_2
9878,343,RET,CUBE_R
9913,5120,FUN_2,FUN_3
9947,3937,FUN_1,FUN_2
9967,7569,FUN_3,FUN_2
