step,particle_id,from,to
5004,29251,FUN_3,FUN_2
5007,14609,FUN_3,FUN_2
5008,1566,FUN_2,FUN_3
5028,2226,RET,CUBE_R
5028,24922,FUN_3,FUN_2
5032,26988,FUN_2,FUN_3
5038,7595,RET,CUBE_R
5059,29251,FUN_2,FUN_3
5084,27231,FUN_3,FUN_2
5098,5675,FUN_2,FUN_1
5102,23076,FUN_4,FUN_3
5109,8693,FUN_2,FUN_1
5110,24495,FUN_2,FUN_3
5112,9001,RET,CUBE_L
5118,23704,FUN_5,FUN_6
5123,20298,FUN_2,FUN_3
5126,7622,FUN_1,CUBE_L
5131,14743,FUN_2,FUN_3
5146,21668,CUBE_L,RET
5150,13455,FUN_3,FUN_2
5162,2067,FUN_2,FUN_3
5166,3686,FUN_3,FUN_2
5175,18324,FUN_3,FUN_4
5179,9919,FUN_2,FUN_1
5182,20075,FUN_2,FUN_1
5186,14899,FUN_3,FUN_2
5216,13203,RET,CUBE_L
5217,19853,FUN_1,FUN_2
5218,3471,CUBE_R,FUN_6
5224,21668,RET,CUBE_L
5227,20660,FUN_3,FUN_2
5237,14469,FUN_2,FUN_3
5242,1346,FUN_3,FUN_2
5246,1819,FUN_1,FUN_2
5256,28783,FUN_3,FUN_4
5264,16579,FUN_2,FUN_1
5269,8542,FUN_5,FUN_4
5278,18252,FUN_2,FUN_1
5289,5793,CUBE_R,FUN_6
5298,18102,FUN_6,FUN_5
5308,796,FUN_2,FUN_3
5323,15682,FUN_6,FUN_5
5323,27231,FUN_2,FUN_3
5331,29144,FUN_2,FUN_1
5337,9869,FUN_3,FUN_2
5350,11767,FUN_4,FUN_5
5356,25935,FUN_3,FUN_2
5360,28174,FUN_1,FUN_2
5374,3705,FUN_1,FUN_2
5375,6085,FUN_2,FUN_1
5378,23868,FUN_3,FUN_2
5379,12326,FUN_4,FUN_3
5382,13164,FUN_3,FUN_4
5392,1248,CUBE_R,RET
5410,16417,RET,CUBE_L
5423,20728,FUN_3,FUN_4
5466,23868,FUN_2,FUN_3
5469,23491,FUN_3,FUN_2
5472,1461,FUN_3,FUN_2
5474,20535,FUN_2,FUN_3
5483,1443,CUBE_R,FUN_6
5483,23868,FUN_3,FUN_2
5493,13542,CUBE_L,RET
5505,25037,FUN_2,FUN_3
5509,20810,FUN_6,FUN_5
5533,6432,FUN_5,FUN_4
5545,534,FUN_1,FUN_2
5561,905,FUN_1,FUN_2
5572,16383,FUN_3,FUN_2
5575,19853,FUN_2,FUN_1
5585,15947,FUN_5,FUN_4
5589,24734,FUN_6,FUN_5
5591,19036,CUBE_L,FUN_1
5597,9951,FUN_2,FUN_3
5609,2782,FUN_1,FUN_2
5610,7101,FUN_2,FUN_3
5610,18627,CUBE_R,RET
5614,28691,FUN_3,FUN_4
5646,21225,FUN_6,FUN_5
5647,10929,FUN_3,FUN_2
5651,19744,FUN_4,FUN_5
5666,6901,FUN_1,FUN_2
5706,10066,FUN_2,FUN_3
5712,5898,FUN_6,CUBE_R
5712,13613,FUN_2,FUN_3
5712,23587,FUN_3,FUN_2
5714,6557,FUN_5,FUN_4
5716,13450,FUN_1,FUN_2
5728,18906,FUN_3,FUN_2
5729,2569,RET,CUBE_L
5738,4800,FUN_4,FUN_3
5745,6264,FUN_3,FUN_4
5755,17208,FUN_2,FUN_1
5763,25292,FUN_3,FUN_2
5763,26548,FUN_2,FUN_3
5765,25935,FUN_2,FUN_3
5766,11838,CUBE_R,RET
5788,10929,FUN_2,FUN_3
5800,10240,CUBE_L,RET
5812,1590,FUN_3,FUN_2
5821,8783,CUBE_L,RET
5830,23587,FUN_2,FUN_3
5838,10066,FUN_3,FUN_2
5841,23820,FUN_2,FUN_1
5842,8478,FUN_1,FUN_2
5843,23868,FUN_2,FUN_3
5856,11504,FUN_6,CUBE_R
5859,11578,FUN_2,FUN_3
5863,2184,CUBE_R,FUN_6
5863,6039,FUN_1,FUN_2
5869,6901,FUN_2,FUN_1
5881,23076,FUN_3,FUN_4
5908,24189,FUN_1,CUBE_L
5909,16718,FUN_2,FUN_1
5917,5123,FUN_1,FUN_2
5926,4275,FUN_3,FUN_2
5928,12134,FUN_1,FUN_2
5954,27231,FUN_3,FUN_2
5967,28391,FUN_3,FUN_4
5981,14745,FUN_3,FUN_2
6009,16763,FUN_1,FUN_2
6014,20807,FUN_1,FUN_2
6023,7484,FUN_1,FUN_2
6034,7788,FUN_3,FUN_2
6043,10530,FUN_2,FUN_3
6050,1443,FUN_6,CUBE_R
6066,6085,FUN_1,FUN_2
6066,17111,FUN_2,FUN_3
6068,1541,FUN_2,FUN_1
6072,8383,RET,CUBE_R
6088,15952,FUN_4,FUN_5
6089,1701,FUN_1,FUN_2
6092,3615,FUN_4,FUN_3
6116,18214,FUN_2,FUN_3
6125,9001,CUBE_L,RET
6127,9951,FUN_3,FUN_2
6134,986,FUN_3,FUN_2
6139,12856,FUN_1,FUN_2
6140,27481,FUN_2,FUN_1
6149,9097,CUBE_L,RET
6161,18591,FUN_2,FUN_3
6172,25292,FUN_2,FUN_3
6174,3686,FUN_2,FUN_3
6175,11657,FUN_3,FUN_2
6180,29825,CUBE_L,RET
6181,27231,FUN_2,FUN_3
6193,19666,FUN_2,FUN_3
6212,27755,FUN_1,FUN_2
6219,21829,FUN_3,FUN_2
6219,25250,FUN_2,FUN_1
6233,13455,FUN_2,FUN_3
6241,26431,FUN_4,FUN_3
6243,8478,FUN_2,FUN_1
