step,particle_id,from,to
3836,6164,FUN_1,FUN_2
3840,17244,FUN_1,CUBE_L
3841,12223,FUN_5,FUN_6
3848,3035,FUN_3,FUN_2
3867,11283,FUN_5,FUN_6
3880,19566,FUN_1,FUN_2
3884,17369,FUN_5,FUN_6
3901,888,RET,CUBE_L
3908,4966,FUN_3,FUN_4
3918,3111,CUBE_R,RET
3940,6930,CUBE_R,RET
3942,7101,FUN_2,FUN_3
3943,2039,FUN_1,FUN_2
3947,29804,FUN_2,FUN_3
3962,17167,FUN_2,FUN_1
3965,5675,FUN_1,FUN_2
3975,28247,FUN_2,FUN_3
4000,709,FUN_4,FUN_3
4005,19903,FUN_2,FUN_1
4025,17548,FUN_2,FUN_3
4032,9994,RET,CUBE_L
4042,19515,FUN_3,FUN_4
4045,1125,FUN_3,FUN_2
4054,28832,FUN_2,FUN_3
4073,16731,FUN_2,FUN_3
4090,18214,FUN_2,FUN_3
4091,12702,FUN_3,FUN_2
4111,28462,FUN_4,FUN_3
4113,1541,FUN_2,FUN_1
4115,24009,FUN_2,FUN_1
4116,21450,FUN_4,FUN_3
4126,2578,FUN_2,FUN_3
4138,24806,FUN_2,FUN_1
4139,13759,FUN_4,FUN_5
4169,27048,FUN_2,FUN_3
4171,11841,FUN_5,FUN_4
4173,29144,FUN_1,FUN_2
4184,1012,RET,CUBE_L
4197,18050,FUN_2,FUN_3
4236,26276,RET,CUBE_L
4238,12009,CUBE_L,FUN_1
4257,17300,FUN_3,FUN_2
4263,1491,FUN_3,FUN_4
4291,20535,FUN_2,FUN_3
4294,25134,FUN_2,FUN_1
4320,22302,FUN_1,FUN_2
4339,3806,FUN_3,FUN_2
4342,14823,FUN_4,FUN_3
4352,26944,CUBE_L,RET
4363,19144,FUN_4,FUN_3
4392,4735,CUBE_R,FUN_6
4443,29052,FUN_2,FUN_3
4448,5074,FUN_5,FUN_6
4459,13427,CUBE_R,FUN_6
4477,11538,CUBE_R,FUN_6
4486,22706,FUN_4,FUN_3
4517,3111,RET,CUBE_R
4521,3042,CUBE_L,FUN_1
4535,4314,FUN_1,FUN_2
4540,6431,CUBE_L,RET
4563,5123,FUN_1,FUN_2
4570,17739,RET,CUBE_R
4592,27088,FUN_2,FUN_1
4603,22744,FUN_1,FUN_2
4624,9611,FUN_5,FUN_4
4636,27407,RET,CUBE_L
4658,15714,FUN_3,FUN_2
4660,3906,FUN_3,FUN_4
4685,20087,FUN_4,FUN_5
4687,26548,FUN_2,FUN_3
4728,29943,FUN_2,FUN_1
4729,25754,FUN_3,FUN_2
4732,18187,CUBE_R,FUN_6
4736,28485,CUBE_R,FUN_6
4744,28741,FUN_3,FUN_2
4778,11584,FUN_5,FUN_4
4794,3053,FUN_4,FUN_3
4813,10895,FUN_3,FUN_2
4822,23314,CUBE_R,RET
4824,17343,FUN_3,FUN_2
4824,25891,FUN_5,FUN_4
4829,3111,CUBE_R,RET
4830,26489,FUN_4,FUN_5
4852,11894,FUN_2,FUN_1
4859,19344,RET,CUBE_L
4864,20333,FUN_2,FUN_1
4871,5592,RET,CUBE_R
4892,7536,RET,CUBE_R
4900,4346,RET,CUBE_R
4916,2211,FUN_1,FUN_2
4945,24008,FUN_4,FUN_5
4955,8798,FUN_2,FUN_1
4956,3666,FUN_3,FUN_2
4969,23485,FUN_2,FUN_1
4975,26258,FUN_3,FUN_4
4980,6478,FUN_2,FUN_3
4981,29867,FUN_4,FUN_3
4985,14471,FUN_5,FUN_6
5000,17500,FUN_3,FUN_2
5000,22040,FUN_1,FUN_2
5000,25705,FUN_2,FUN_3
5005,18317,RET,CUBE_L
5026,9874,FUN_3,FUN_2
5028,5915,FUN_4,FUN_5
5041,10221,CUBE_L,RET
5041,22800,FUN_1,FUN_2
5058,13023,FUN_2,FUN_1
5058,26090,FUN_2,FUN_1
5066,14678,FUN_4,FUN_3
5075,18061,FUN_1,FUN_2
5078,2597,FUN_2,FUN_1
5095,27305,CUBE_R,FUN_6
5100,12087,FUN_2,FUN_3
5108,5559,FUN_3,FUN_4
5116,25820,CUBE_L,RET
5120,9097,CUBE_L,RET
5132,16586,FUN_1,FUN_2
5134,21126,RET,CUBE_R
5148,23835,FUN_3,FUN_4
5161,2283,FUN_2,FUN_3
5162,12312,FUN_5,FUN_4
5165,13260,FUN_3,FUN_4
5170,2445,CUBE_L,RET
5173,8007,FUN_6,FUN_5
5174,3144,FUN_2,FUN_3
5183,8521,FUN_2,FUN_3
5197,10082,FUN_2,FUN_1
5199,22515,FUN_2,FUN_1
5207,9645,FUN_2,FUN_1
5214,9637,FUN_6,CUBE_R
5220,3660,RET,CUBE_R
5227,10673,FUN_2,FUN_1
5233,11882,FUN_3,FUN_4
5233,27415,FUN_2,FUN_1
5238,10577,FUN_2,FUN_1
5244,987,FUN_1,FUN_2
5255,23094,FUN_2,FUN_3
5260,28485,FUN_6,CUBE_R
5265,17965,CUBE_L,RET
5266,17483,FUN_5,FUN_6
5275,17334,CUBE_L,RET
5281,15054,FUN_4,FUN_3
5292,23208,FUN_4,FUN_3
5295,28983,RET,CUBE_R
5298,4362,CUBE_R,RET
5331,2105,CUBE_R,FUN_6
5333,13613,FUN_2,FUN_3
5341,24851,FUN_3,FUN_2
5344,11948,CUBE_L,RET
5355,11902,FUN_5,FUN_6
5355,29967,FUN_2,FUN_3
5369,2466,FUN_1,FUN_2
5370,14291,CUBE_R,RET
5371,19383,FUN_2,FUN_1
5396,12569,FUN_6,FUN_5
5405,2105,FUN_6,CUBE_R
5410,15717,CUBE_R,FUN_6
5411,19890,CUBE_L,RET
5412,5358,RET,CUBE_R
5426,2105,CUBE_R,FUN_6
